"purchase_date","total_price","promo_code","price_after_promo"
"2022-07-21","31500.00","GRATIS_ONGKIR","26500.00"
"2022-07-13","139800.00","GRATIS_ONGKIR","134800.00"
"2022-07-01","1500000.00","GRATIS_ONGKIR","1495000.00"
"2022-07-12","27600.00","GRATIS_ONGKIR","22600.00"
"2022-07-23","599997.00","GRATIS_ONGKIR","594997.00"
"2022-07-26","22000.00","GRATIS_ONGKIR","17000.00"
"2022-07-03","62000.00","GRATIS_ONGKIR","57000.00"
"2022-07-30","195000.00","GRATIS_ONGKIR","190000.00"
"2022-07-16","100000.00","GRATIS_ONGKIR","95000.00"
"2022-07-22","12125.00","GRATIS_ONGKIR","7125.00"
"2022-07-19","24500.00","GRATIS_ONGKIR","19500.00"
"2022-07-28","92000.00","GRATIS_ONGKIR","87000.00"
"2022-07-15","650000.00","GRATIS_ONGKIR","645000.00"
"2022-07-23","85320.00","GRATIS_ONGKIR","80320.00"
"2022-07-09","91800.00","GRATIS_ONGKIR","86800.00"
"2022-07-26","155000.00","GRATIS_ONGKIR","150000.00"
"2022-07-12","175000.00","GRATIS_ONGKIR","170000.00"
"2022-07-24","236370.00","GRATIS_ONGKIR","231370.00"
"2022-07-14","20000.00","GRATIS_ONGKIR","15000.00"
"2022-07-21","150000.00","GRATIS_ONGKIR","145000.00"
"2022-07-13","2250000.00","GRATIS_ONGKIR","2245000.00"
"2022-07-13","57500.00","GRATIS_ONGKIR","52500.00"
"2022-07-04","159000.00","GRATIS_ONGKIR","154000.00"
"2022-07-01","145000.00","AWAL_GAJIAN","130000.00"
"2022-07-21","124000.00","GRATIS_ONGKIR","119000.00"
"2022-07-16","239800.00","GRATIS_ONGKIR","234800.00"
"2022-07-02","187200.00","GRATIS_ONGKIR","182200.00"
"2022-07-28","255000.00","GRATIS_ONGKIR","250000.00"
"2022-07-17","495000.00","GRATIS_ONGKIR","490000.00"
"2022-07-12","70000.00","GRATIS_ONGKIR","65000.00"
"2022-07-06","478800.00","GRATIS_ONGKIR","473800.00"
"2022-07-26","76000.00","GRATIS_ONGKIR","71000.00"
"2022-07-04","375000.00","GRATIS_ONGKIR","370000.00"
"2022-07-26","510000.00","GRATIS_ONGKIR","505000.00"
"2022-07-20","185000.00","GRATIS_ONGKIR","180000.00"
"2022-07-06","279000.00","GRATIS_ONGKIR","274000.00"
"2022-07-19","299700.00","GRATIS_ONGKIR","294700.00"
"2022-07-21","85000.00","GRATIS_ONGKIR","80000.00"
"2022-07-19","149625.00","GRATIS_ONGKIR","144625.00"
"2022-07-09","290000.00","GRATIS_ONGKIR","285000.00"
"2022-07-30","712500.00","GRATIS_ONGKIR","707500.00"
"2022-07-27","125970.00","GRATIS_ONGKIR","120970.00"
"2022-07-28","80250.00","GRATIS_ONGKIR","75250.00"
"2022-07-11","256000.00","GRATIS_ONGKIR","251000.00"
"2022-07-30","239800.00","GRATIS_ONGKIR","234800.00"
"2022-07-18","19425.00","GRATIS_ONGKIR","14425.00"
"2022-07-23","555000.00","GRATIS_ONGKIR","550000.00"
"2022-07-14","345000.00","GRATIS_ONGKIR","340000.00"
"2022-07-23","359700.00","GRATIS_ONGKIR","354700.00"
"2022-07-19","597000.00","GRATIS_ONGKIR","592000.00"
"2022-07-22","2850000.00","GRATIS_ONGKIR","2845000.00"
"2022-07-18","36000.00","GRATIS_ONGKIR","31000.00"
"2022-07-20","459998.00","GRATIS_ONGKIR","454998.00"
"2022-07-28","300000.00","GRATIS_ONGKIR","295000.00"
"2022-07-01","1500000.00","AWAL_GAJIAN","1485000.00"
"2022-07-21","6600.00","GRATIS_ONGKIR","1600.00"
"2022-07-20","478800.00","GRATIS_ONGKIR","473800.00"
"2022-07-21","121500.00","GRATIS_ONGKIR","116500.00"
"2022-07-25","825000.00","GRATIS_ONGKIR","820000.00"
"2022-07-06","128000.00","GRATIS_ONGKIR","123000.00"
"2022-07-24","130000.00","GRATIS_ONGKIR","125000.00"
"2022-07-08","420000.00","GRATIS_ONGKIR","415000.00"
"2022-07-05","185000.00","GRATIS_ONGKIR","180000.00"
"2022-07-15","240000.00","GRATIS_ONGKIR","235000.00"
"2022-07-30","529000.00","GRATIS_ONGKIR","524000.00"
"2022-07-21","93884.00","GRATIS_ONGKIR","88884.00"
"2022-07-16","12125.00","GRATIS_ONGKIR","7125.00"
"2022-07-18","200700.00","GRATIS_ONGKIR","195700.00"
"2022-07-03","37990.00","GRATIS_ONGKIR","32990.00"
"2022-07-27","159800.00","GRATIS_ONGKIR","154800.00"
"2022-07-23","29900.00","GRATIS_ONGKIR","24900.00"
"2022-07-19","249800.00","GRATIS_ONGKIR","244800.00"
"2022-07-24","477000.00","GRATIS_ONGKIR","472000.00"
"2022-07-13","112000.00","GRATIS_ONGKIR","107000.00"
"2022-07-30","97500.00","GRATIS_ONGKIR","92500.00"
"2022-07-23","139000.00","GRATIS_ONGKIR","134000.00"
"2022-07-22","129270.00","GRATIS_ONGKIR","124270.00"
"2022-07-10","780000.00","GRATIS_ONGKIR","775000.00"
"2022-07-19","84750.00","GRATIS_ONGKIR","79750.00"
"2022-07-26","35000.00","GRATIS_ONGKIR","30000.00"
"2022-07-08","6600.00","GRATIS_ONGKIR","1600.00"
"2022-07-19","52000.00","GRATIS_ONGKIR","47000.00"
"2022-07-22","218040.00","GRATIS_ONGKIR","213040.00"
"2022-07-27","98969.00","GRATIS_ONGKIR","93969.00"
"2022-07-25","159000.00","GRATIS_ONGKIR","154000.00"
"2022-07-03","435000.00","GRATIS_ONGKIR","430000.00"
"2022-07-20","270580.00","GRATIS_ONGKIR","265580.00"
"2022-07-15","657000.00","GRATIS_ONGKIR","652000.00"
"2022-07-23","378000.00","GRATIS_ONGKIR","373000.00"
"2022-07-09","296907.00","GRATIS_ONGKIR","291907.00"
"2022-07-01","110000.00","GRATIS_ONGKIR","105000.00"
"2022-07-25","166500.00","GRATIS_ONGKIR","161500.00"
"2022-07-30","19500.00","GRATIS_ONGKIR","14500.00"
"2022-07-16","69000.00","GRATIS_ONGKIR","64000.00"
"2022-07-17","310000.00","GRATIS_ONGKIR","305000.00"
"2022-07-22","59999.00","GRATIS_ONGKIR","54999.00"
"2022-07-06","86000.00","GRATIS_ONGKIR","81000.00"
"2022-07-21","5070.00","GRATIS_ONGKIR","70.00"
"2022-07-09","599997.00","GRATIS_ONGKIR","594997.00"
"2022-07-05","2097000.00","GRATIS_ONGKIR","2092000.00"
"2022-07-20","53500.00","GRATIS_ONGKIR","48500.00"
"2022-07-24","60000.00","GRATIS_ONGKIR","55000.00"
"2022-07-29","269425.00","GRATIS_ONGKIR","264425.00"
"2022-07-16","198000.00","GRATIS_ONGKIR","193000.00"
"2022-07-18","31000.00","GRATIS_ONGKIR","26000.00"
"2022-07-25","18400.00","GRATIS_ONGKIR","13400.00"
"2022-07-13","478800.00","GRATIS_ONGKIR","473800.00"
"2022-07-15","192000.00","GRATIS_ONGKIR","187000.00"
"2022-07-08","405000.00","GRATIS_ONGKIR","400000.00"
"2022-07-03","228000.00","GRATIS_ONGKIR","223000.00"
"2022-07-14","43000.00","GRATIS_ONGKIR","38000.00"
"2022-07-09","5970000.00","GRATIS_ONGKIR","5965000.00"
"2022-07-06","65172.00","GRATIS_ONGKIR","60172.00"
"2022-07-08","780000.00","GRATIS_ONGKIR","775000.00"
"2022-07-04","387600.00","GRATIS_ONGKIR","382600.00"
"2022-07-08","49000.00","GRATIS_ONGKIR","44000.00"
"2022-07-24","231000.00","GRATIS_ONGKIR","226000.00"
"2022-07-03","490000.00","GRATIS_ONGKIR","485000.00"
"2022-07-05","435998.00","GRATIS_ONGKIR","430998.00"
"2022-07-19","76000.00","GRATIS_ONGKIR","71000.00"
"2022-07-14","3380.00","GRATIS_ONGKIR","-1620.00"
"2022-07-03","699000.00","GRATIS_ONGKIR","694000.00"
"2022-07-18","64150.00","GRATIS_ONGKIR","59150.00"
"2022-07-23","1200000.00","GRATIS_ONGKIR","1195000.00"
"2022-07-26","135140.00","GRATIS_ONGKIR","130140.00"
"2022-07-09","472500.00","GRATIS_ONGKIR","467500.00"
"2022-07-23","112000.00","GRATIS_ONGKIR","107000.00"
"2022-07-11","292500.00","GRATIS_ONGKIR","287500.00"
"2022-07-19","278000.00","GRATIS_ONGKIR","273000.00"
"2022-07-12","84150.00","GRATIS_ONGKIR","79150.00"
"2022-07-06","109000.00","GRATIS_ONGKIR","104000.00"
"2022-07-28","192060.00","GRATIS_ONGKIR","187060.00"
"2022-07-30","42000.00","GRATIS_ONGKIR","37000.00"
"2022-07-17","51000.00","GRATIS_ONGKIR","46000.00"
"2022-07-30","170000.00","GRATIS_ONGKIR","165000.00"
"2022-07-22","1659000.00","GRATIS_ONGKIR","1654000.00"
"2022-07-15","218040.00","GRATIS_ONGKIR","213040.00"
"2022-07-03","374700.00","GRATIS_ONGKIR","369700.00"
"2022-07-23","169000.00","GRATIS_ONGKIR","164000.00"
"2022-07-26","64000.00","GRATIS_ONGKIR","59000.00"
"2022-07-17","99150.00","GRATIS_ONGKIR","94150.00"
"2022-07-10","8550000.00","GRATIS_ONGKIR","8545000.00"
"2022-07-11","137776.00","GRATIS_ONGKIR","132776.00"
"2022-07-08","400000.00","GRATIS_ONGKIR","395000.00"
"2022-07-18","581400.00","GRATIS_ONGKIR","576400.00"
"2022-07-10","30600.00","GRATIS_ONGKIR","25600.00"
"2022-07-06","224850.00","GRATIS_ONGKIR","219850.00"
"2022-07-24","507000.00","GRATIS_ONGKIR","502000.00"
"2022-07-06","220000.00","GRATIS_ONGKIR","215000.00"
"2022-07-24","348750.00","GRATIS_ONGKIR","343750.00"
"2022-07-10","119700.00","GRATIS_ONGKIR","114700.00"
"2022-07-07","135290.00","GRATIS_ONGKIR","130290.00"
"2022-07-27","177000.00","GRATIS_ONGKIR","172000.00"
"2022-07-30","165000.00","GRATIS_ONGKIR","160000.00"
"2022-07-20","151500.00","GRATIS_ONGKIR","146500.00"
"2022-08-05","2700.00","GRATIS_ONGKIR","-2300.00"
"2022-08-05","151800.00","GRATIS_ONGKIR","146800.00"
"2022-08-14","14800.00","GRATIS_ONGKIR","9800.00"
"2022-08-16","525000.00","GRATIS_ONGKIR","520000.00"
"2022-08-09","37900.00","GRATIS_ONGKIR","32900.00"
"2022-08-10","7140.00","GRATIS_ONGKIR","2140.00"
"2022-08-06","36800.00","GRATIS_ONGKIR","31800.00"
"2022-08-11","24250.00","GRATIS_ONGKIR","19250.00"
"2022-08-13","1400.00","GRATIS_ONGKIR","-3600.00"
"2022-08-17","348750.00","TUJUHBELASAN","338750.00"
"2022-08-06","375000.00","GRATIS_ONGKIR","370000.00"
"2022-08-24","128000.00","GRATIS_ONGKIR","123000.00"
"2022-08-05","267000.00","GRATIS_ONGKIR","262000.00"
"2022-08-20","480000.00","GRATIS_ONGKIR","475000.00"
"2022-08-23","310500.00","GRATIS_ONGKIR","305500.00"
"2022-08-19","187200.00","GRATIS_ONGKIR","182200.00"
"2022-08-03","75000.00","GRATIS_ONGKIR","70000.00"
"2022-08-20","170000.00","GRATIS_ONGKIR","165000.00"
"2022-08-17","1320000.00","TUJUHBELASAN","1310000.00"
"2022-08-16","4950060.00","GRATIS_ONGKIR","4945060.00"
"2022-08-27","259800.00","GRATIS_ONGKIR","254800.00"
"2022-08-04","17900.00","GRATIS_ONGKIR","12900.00"
"2022-08-17","32000.00","GRATIS_ONGKIR","27000.00"
"2022-08-06","166650.00","GRATIS_ONGKIR","161650.00"
"2022-08-06","689997.00","GRATIS_ONGKIR","684997.00"
"2022-08-12","297000.00","GRATIS_ONGKIR","292000.00"
"2022-08-29","1058000.00","GRATIS_ONGKIR","1053000.00"
"2022-08-27","3550000.00","GRATIS_ONGKIR","3545000.00"
"2022-08-10","387600.00","GRATIS_ONGKIR","382600.00"
"2022-08-04","56900.00","GRATIS_ONGKIR","51900.00"
